Device Type	Instrument Type	Fixture ID	Fixture Mode	GDTF Fixture	GDTF Fixture Mode	Wattage	Purpose	Position	Unit Number	Color	Dimmer	Channel	User Address	Universe	User U Address	Circuit Number	Circuit Name	System	User Field 1	User Field 2	User Field 3	User Field 4	User Field 5	User Field 6	Voltage	Breaker ID	Time	Cost	DMX Footprint	Frame Size	Field Angle	Field Angle 2	Beam Angle	Beam Angle 2	Weight	Gobo 1	Gobo 1 Rotation	Gobo 2	Gobo 2 Rotation	Gobo Shift	Mark	Draw beam	Draw beam as 3D solid	Use vertical beam	Show Beam at	Falloff Distance	Lamp Rotation Angle	Top Shutter Depth	Top Shutter Angle	Left Shutter Depth	Left Shutter Angle	Right Shutter Depth	Right Shutter Angle	Bottom Shutter Depth	Bottom Shutter Angle	Symbol Name	Use Legend	3D Legend View	Flip top and bottom 3D legend	Flip left and right 3D legend	Rotate 3D legend with Z rotation	Flip front and back 2D legend	Flip left and right 2D legend	Focus	Set 3D Orientation	X Rotation	Y Rotation	Custom plan rotation	Z Rotation	Vertical Focus Angle	Horizontal Focus Angle	Angle To Face	Off Axis Angle	Throw Distance	X Location	Y Location	Z Location	__UID	Edit...	Edit Accessories	Edit Cell	Edit Accessory	Edit GDTF Data...	Absolute Address	Universe/Address	DMX Address	Replace Lighting Device…	Refresh Labels	Use GDTF Geometry	Pan	Tilt	Plan Rotation
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	1	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	74.55°	15.45°	15.45°	24.90°	47'1.121"	-19'.03"	0"	18'0"	1160.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-24.90°	74.55°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	3	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.77°	16.23°	16.23°	17.07°	44'10.323"	-12'6.425"	0"	18'0"	1161.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-17.07°	73.77°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	4	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.46°	16.54°	16.54°	12.87°	44'.699"	-9'3.623"	0"	18'0"	1162.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-12.87°	73.46°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	5	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.24°	16.76°	16.76°	8.53°	43'5.791"	-6'.821"	0"	18'0"	1163.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-8.53°	73.24°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	6	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.10°	16.90°	16.90°	4.09°	43'1.707"	-2'10.018"	0"	18'0"	1164.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-4.09°	73.10°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	2	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	74.13°	15.87°	15.87°	21.09°	45'10.519"	-15'9.228"	0"	18'0"	1165.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-21.09°	74.13°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	7	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.10°	16.90°	16.90°	4.14°	43'1.739"	3'1.071"	0"	18'0"	1166.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	4.14°	73.10°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	8	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.24°	16.76°	16.76°	8.58°	43'5.859"	6'3.874"	0"	18'0"	1167.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	8.58°	73.24°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	9	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.46°	16.54°	16.54°	12.92°	44'.801"	9'6.676"	0"	18'0"	1168.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	12.92°	73.46°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	11	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	74.14°	15.86°	15.86°	21.13°	45'10.683"	16'.281"	0"	18'0"	1169.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	21.13°	74.14°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	12	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	74.56°	15.44°	15.44°	24.94°	47'1.313"	19'3.083"	0"	18'0"	1170.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	24.94°	74.56°	0.00°
Light	Source 4 26deg	Source 4 26deg	ETC Source 4 26.lit	-	-	575W	-	FoH	-	-	-	10	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	6.25"	25.00°	25.00°	18.00°	18.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Etc Source 4 26°	Source 4 	None	False	False	False	False	False	US	False	0	0	False	0	73.77°	16.23°	16.23°	17.12°	44'10.456"	12'9.479"	0"	18'0"	1173.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	17.12°	73.77°	0.00°
Moving Light	Robe Robin Esprite	Robe Robin Esprite	Robe Robin Esprite m1.lit	-	-	950 W	-	1st Pipe	-	-	-	23	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	49	-	49.00°	49.00°	5.50°	5.50°	59.30 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr Robe Robin Esprite	S4 Par	None	False	False	False	False	False	-	False	0	0	False	0	0.00°	0.00°	0.00°	0.00°	0"	-8'5.669"	36'6.89"	20'8.812"	1374.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	180.00°
Moving Light	Robe Robin Esprite	Robe Robin Esprite	Robe Robin Esprite m1.lit	-	-	950 W	-	1st Pipe	-	-	-	24	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	49	-	49.00°	49.00°	5.50°	5.50°	59.30 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr Robe Robin Esprite	S4 Par	None	False	False	False	False	False	-	False	0	0	False	0	0.00°	0.00°	0.00°	0.00°	0"	8'8.145"	36'7.079"	20'8.812"	1375.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	180.00°
Moving Light	Robe Robin Esprite	Robe Robin Esprite	Robe Robin Esprite m1.lit	-	-	950 W	-	-	-	-	-	21	-	2	-	-	-	A	-	-	-	-	-	-	0	-	0	0	49	-	49.00°	49.00°	5.50°	5.50°	59.30 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr Robe Robin Esprite	S4 Par	None	False	False	False	False	False	-	False	0	0	False	0	0.00°	0.00°	0.00°	0.00°	0"	-8'3.342"	23'10.746"	20'.38"	1376.1.1.0.0	0	0	-1	-2	0	562	2/50	50	0	0	False	0.00°	0.00°	0.00°
Moving Light	Robe Robin Esprite	Robe Robin Esprite	Robe Robin Esprite m1.lit	-	-	950 W	-	-	-	-	-	22	-	2	-	-	-	A	-	-	-	-	-	-	0	-	0	0	49	-	49.00°	49.00°	5.50°	5.50°	59.30 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr Robe Robin Esprite	S4 Par	None	False	False	False	False	False	-	False	0	0	False	0	0.00°	0.00°	0.00°	0.00°	0"	9'8.658"	23'10.746"	20'.38"	1377.1.1.0.0	0	0	-1	-2	0	612	2/100	100	0	0	False	0.00°	0.00°	0.00°
SFX	Hazebase Base Hazer Pro	Hazebase Base Hazer Pro	-	-	-	1500 W	-	-	-	-	-	111	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	-	0.00°	0.00°	0.00°	0.00°	0.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light SFX Hazebase Base Hazer Pro	S4 Par	None	False	False	False	False	False	-	False	0	0	False	-90	0.00°	0.00°	0.00°	0.00°	0"	-19'9.944"	33'7.059"	3'0"	1598.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	0.00°
SFX	Hazebase Base Hazer Pro	Hazebase Base Hazer Pro	-	-	-	1500 W	-	-	-	-	-	112	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	1	-	0.00°	0.00°	0.00°	0.00°	0.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light SFX Hazebase Base Hazer Pro	S4 Par	None	False	False	False	False	False	-	False	0	0	False	90	0.00°	0.00°	0.00°	0.00°	0"	20'10.056"	33'7.059"	3'0"	1601.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	0.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	1st Pipe	-	-	-	54	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	-	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	DS C	True	0	0	False	0	45.70°	44.30°	44.30°	92.81°	17'1.227"	12'4.518"	36'7.89"	20'8.813"	1518.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-267.19°	45.70°	90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	2nd Pipe	-	-	-	56	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	-	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	US C	True	0	0	False	0	45.70°	44.30°	44.30°	92.77°	17'1.222"	12'4.516"	41'7.794"	20'8.813"	1522.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-267.23°	45.70°	90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	2nd Pipe	-	-	-	55	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	-	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	US C	True	0	0	False	0	46.97°	43.03°	43.03°	92.65°	17'6.038"	-12'7.562"	41'7.794"	20'8.813"	1526.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-92.65°	46.97°	-90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	1st Pipe	-	-	-	53	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	-	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	DS C	True	0	0	False	0	46.97°	43.03°	43.03°	92.69°	17'6.04"	-12'7.56"	36'7.89"	20'8.813"	1527.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-92.69°	46.97°	-90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	-	-	-	-	71	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	6.25"	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	DS L	True	0	0	False	0	63.79°	26.21°	26.21°	90.95°	19'8.671"	-26'5.605"	36'4.203"	17'6"	1530.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-90.95°	63.79°	-90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	-	-	-	-	72	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	6.25"	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	US L	True	0	0	False	0	63.75°	26.25°	26.25°	88.40°	19'8.346"	-26'5.188"	40'6.757"	17'6"	1531.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-88.40°	63.75°	-90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	-	-	-	-	74	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	6.25"	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	US R	True	0	0	False	0	63.91°	26.09°	26.09°	88.31°	19'9.639"	26'11.138"	40'6.389"	17'6"	1532.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	88.31°	63.91°	90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	-	-	-	-	73	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	6.25"	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	DS R	True	0	0	False	0	63.86°	26.14°	26.14°	90.78°	19'9.197"	26'10.719"	36'3.569"	17'6"	1533.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	-269.22°	63.86°	90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	1st Pipe	-	-	-	33	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	-14'.227"	36'7.89"	20'8.813"	1534.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	2nd Pipe	-	-	-	38	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	-14'.227"	41'7.794"	20'8.813"	1535.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	2nd Pipe	-	-	-	39	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	-6'7.935"	41'7.794"	20'8.813"	1536.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	1st Pipe	-	-	-	34	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	-6'7.932"	36'7.89"	20'8.813"	1537.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	1st Pipe	-	-	-	35	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	1.068"	36'7.89"	20'8.813"	1538.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	2nd Pipe	-	-	-	40	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	1.065"	41'7.794"	20'8.813"	1539.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	2nd Pipe	-	-	-	41	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	6'10.065"	41'7.794"	20'8.813"	1540.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	1st Pipe	-	-	-	36	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	6'10.068"	36'7.89"	20'8.813"	1541.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	2nd Pipe	-	-	-	42	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	13'11.773"	41'7.794"	20'8.813"	1542.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	1st Pipe	-	-	-	37	-	-	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	7.5"	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	-	True	0	0	False	0	0.00°	90.00°	90.00°	0.00°	15'0"	13'11.773"	36'7.89"	20'8.813"	1543.1.1.0.0	0	0	-1	-2	0	0	0/0	0	0	0	False	0.00°	0.00°	-90.00°
Light	ETC D40 Lustr SELO2040	ETC Selador Lustr 72	ETC Selador Lustr 72.lit	-	-	110	-	-	-	-	-	31	-	2	-	-	-	A	-	-	-	-	-	-	0	-	0	0	48	-	20.00°	40.00°	11.00°	31.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC D40 Lustr SELO2040	S4 Par	None	False	False	False	False	False	DS	True	0	0	False	0	29.66°	60.34°	60.34°	38.58°	16'5.489"	-2'3.342"	24'3.229"	20'.38"	1544.1.1.0.0	0	0	-1	-2	0	523	2/11	11	0	0	False	-38.58°	29.66°	-90.00°
Light	ETC Source4 LED2LS 36deg	ETC Source4 LED S2 Lustr 36deg	ETC Source 4 LED S2 Lustr 36 (10ch).lit	-	-	171W	-	-	-	-	-	51	-	2	-	-	-	A	-	-	-	-	-	-	0	-	0	0	10	6.25"	35.00°	35.00°	33.00°	33.00°	14.00 lb	-	0.00°	-	0.00°	0	-	False	False	False	Focus Point	5'0"	0.00°	0	0.00°	0	0.00°	0	0.00°	0	0.00°	Light Instr ETC Source 4 LED2LS 36deg	S4 Par	None	False	False	False	False	False	DS	True	0	0	False	0	55.02°	34.98°	34.98°	71.55°	24'6.59"	-13'3.342"	24'3.229"	20'.38"	1545.1.1.0.0	0	0	-1	-2	0	513	2/1	1	0	0	False	-71.55°	55.02°	-90.00°
